2;2606;2606;331;29.12.2015;"ЧП Бардась"
100;2573.17;2573.17;2893;31.12.2015;"ЧП Снегов"
4;2459;2459;186;28.12.2015;"ТЛ АВТО"
12;2382.8;2640.5;688;04.01.2016;"Аскания Авто"
12;3108;3418.8;729;04.01.2016;"Аскания Авто"
4;3995;3995;884;28.12.2015;"ООО ""Шинные технологии"""
2;1903;1903;254;30.12.2015;"Интершина Харьков"
22;1748;1748;254;28.12.2015;"ТЛ АВТО"
4;1668;1668;256;30.12.2015;"Интершина Харьков"
2;1666;1666;1211;28.12.2015;"ООО ""Шинные технологии"""
12;2131;2131;231;28.12.2015;"ТЛ АВТО"
18;2290;2290;250;28.12.2015;"ТЛ АВТО"
100;1236.72;1236.72;2904;31.12.2015;"ЧП Снегов"
100;941.465;941.465;2910;31.12.2015;"ЧП Снегов"
12;1736.08;1736.08;2922;31.12.2015;"ЧП Снегов"
100;1435.9;1435.9;2911;31.12.2015;"ЧП Снегов"
4;1721;1721;1053;04.01.2016;TireShop
4;2000.78;2000.78;2924;31.12.2015;"ЧП Снегов"
3;1632.22;1632.22;2925;31.12.2015;"ЧП Снегов"
24;2106.97;2106.97;2926;31.12.2015;"ЧП Снегов"
4;1575;1575;1180;28.12.2015;"ООО ""Шинные технологии"""
2;1449.1;1449.1;2916;31.12.2015;"ЧП Снегов"
6;1910.64;1910.64;2929;31.12.2015;"ЧП Снегов"
3;2617.71;2617.71;2940;31.12.2015;"ЧП Снегов"
37;2950.01;2950.01;2954;31.12.2015;"ЧП Снегов"
2;2728.05;2728.05;2931;31.12.2015;"ЧП Снегов"
4;2657;2657;357;29.12.2015;"ЧП Бардась"
46;2594.4;2594.4;2988;31.12.2015;"ЧП Снегов"
4;1960;1960;577;04.01.2016;"ЧП Семеха"
95;3026.42;3026.42;2958;31.12.2015;"ЧП Снегов"
7;3446;3446;2962;31.12.2015;"ЧП Снегов"
13;0;0;2949;31.12.2015;"ЧП Снегов"
14;0;0;2953;31.12.2015;"ЧП Снегов"
4;0;0;2943;31.12.2015;"ЧП Снегов"
18;0;0;2956;31.12.2015;"ЧП Снегов"
9;0;0;2947;31.12.2015;"ЧП Снегов"
19;2342.66;2342.66;2937;31.12.2015;"ЧП Снегов"
3;3199.95;3199.95;2951;31.12.2015;"ЧП Снегов"
5;2156.18;2156.18;2933;31.12.2015;"ЧП Снегов"
44;2744.1;2744.1;2934;31.12.2015;"ЧП Снегов"
2;3067.85;3067.85;2964;31.12.2015;"ЧП Снегов"
2;3179.23;3179.23;2965;31.12.2015;"ЧП Снегов"
4;1734;1734;694;04.01.2016;"ООО «Колесо-Центр»"
7;2507.38;2507.38;2938;31.12.2015;"ЧП Снегов"
2;2713.02;2713.02;2939;31.12.2015;"ЧП Снегов"
4;2550;2550;104;31.12.2015;"ООО ""Склад Колес"" (ПП Прокопенко)"
66;2778.03;2778.03;2942;31.12.2015;"ЧП Снегов"
2;2932;2932;142;31.12.2015;"ООО ""Склад Колес"" (ПП Прокопенко)"
2;3244.23;3244.23;2955;31.12.2015;"ЧП Снегов"
4;3050;3050;191;28.12.2015;"ТЛ АВТО"
4;3224.55;3224.55;3004;31.12.2015;"ЧП Снегов"
13;3368.29;3368.29;2945;31.12.2015;"ЧП Снегов"
7;2751.36;2751.36;2946;31.12.2015;"ЧП Снегов"
20;3197.35;3197.35;2960;31.12.2015;"ЧП Снегов"
30;3663.04;3663.04;2966;31.12.2015;"ЧП Снегов"
68;3459.72;3459.72;2963;31.12.2015;"ЧП Снегов"
7;3471.64;3471.64;3005;31.12.2015;"ЧП Снегов"
4;2947;2947;190;28.12.2015;"ТЛ АВТО"
2;2858.06;2858.06;3000;31.12.2015;"ЧП Снегов"
2;5097;5097;1185;04.01.2016;TireShop
8;2891.34;3323.4;184;04.01.2016;"ООО ТПК ""Омега-Автопоставка"""
4;4006;4006;198;28.12.2015;"ТЛ АВТО"
14;3164.94;3637.86;188;04.01.2016;"ООО ТПК ""Омега-Автопоставка"""
4;5078;5078;902;28.12.2015;"ООО ""Шинные технологии"""
2;4471;4471;1186;04.01.2016;TireShop
27;3565.65;3565.65;3002;31.12.2015;"ЧП Снегов"
3;3047.14;3047.14;2996;31.12.2015;"ЧП Снегов"
17;5007.77;5007.77;3008;31.12.2015;"ЧП Снегов"
2;1658.88;1906.8;88;04.01.2016;"ООО ТПК ""Омега-Автопоставка"""
4;4419;4419;1271;04.01.2016;TireShop
12;4006;4006;237;28.12.2015;"ТЛ АВТО"
2;3889;3889;885;28.12.2015;"ООО ""Шинные технологии"""
2;2978.5;3282.82;690;04.01.2016;"Аскания Авто"
12;2564.1;2842.52;692;04.01.2016;"Аскания Авто"
14;3061;3061;241;28.12.2015;"ТЛ АВТО"
2;2404.81;2404.81;2948;31.12.2015;"ЧП Снегов"
2;4208;4208;1363;28.12.2015;"ООО ""Шинные технологии"""
6;2550;2550;114;31.12.2015;"ООО ""Склад Колес"" (ПП Прокопенко)"
24;3073.03;3073.03;2959;31.12.2015;"ЧП Снегов"
32;3065.26;3065.26;2961;31.12.2015;"ЧП Снегов"
10;3082.1;3412.32;188;04.01.2016;"Аскания Авто"
2;2596.48;2596.48;2941;31.12.2015;"ЧП Снегов"
4;2803;2803;1152;04.01.2016;TireShop
11;2843.3;2843.3;2957;31.12.2015;"ЧП Снегов"
4;2809;2809;1327;28.12.2015;"ООО ""Шинные технологии"""
2;3426;3426;1169;04.01.2016;TireShop
2;3205;3205;1345;28.12.2015;"ООО ""Шинные технологии"""
2;4513;4513;1178;04.01.2016;TireShop
3;2890;2890;1159;04.01.2016;TireShop
2;3006;3006;1346;28.12.2015;"ООО ""Шинные технологии"""
2;3424;3424;1350;28.12.2015;"ООО ""Шинные технологии"""
2;5294;5294;1379;28.12.2015;"ООО ""Шинные технологии"""
4;5175;5175;1400;28.12.2015;"ООО ""Шинные технологии"""
2;4754;4754;1383;28.12.2015;"ООО ""Шинные технологии"""
2;2874.9;3175.08;199;04.01.2016;"Аскания Авто"
4;3673;3673;1395;28.12.2015;"ООО ""Шинные технологии"""
26;1682.2;1682.2;1200;31.12.2015;"ЧП Снегов"
62;1143.48;1143.48;1182;31.12.2015;"ЧП Снегов"
100;1556.59;1556.59;1184;31.12.2015;"ЧП Снегов"
4;1315.46;1315.46;1187;31.12.2015;"ЧП Снегов"
100;1161.61;1161.61;1190;31.12.2015;"ЧП Снегов"
22;1965.03;1965.03;1206;31.12.2015;"ЧП Снегов"
5;2296.03;2296.03;1236;31.12.2015;"ЧП Снегов"
10;1511.27;1511.27;1208;31.12.2015;"ЧП Снегов"
2;1511.27;1511.27;1209;31.12.2015;"ЧП Снегов"
50;2215.75;2215.75;1215;31.12.2015;"ЧП Снегов"
13;1460.24;1460.24;1194;31.12.2015;"ЧП Снегов"
10;1616.42;1616.42;1195;31.12.2015;"ЧП Снегов"
35;2278.16;2278.16;1238;31.12.2015;"ЧП Снегов"
100;1853.15;1853.15;1220;31.12.2015;"ЧП Снегов"
4;2219.11;2219.11;1223;31.12.2015;"ЧП Снегов"
24;1770.27;1770.27;1271;31.12.2015;"ЧП Снегов"
20;2941.2;2941.2;1245;31.12.2015;"ЧП Снегов"
2;1009;1009;158;28.12.2015;"ТЛ АВТО"
2;2283.08;2283.08;1226;31.12.2015;"ЧП Снегов"
24;2373.74;2373.74;1227;31.12.2015;"ЧП Снегов"
4;2873;2873;461;28.12.2015;"ООО ""Шинные технологии"""
3;2764.82;2764.82;1285;31.12.2015;"ЧП Снегов"
4;1745;1745;370;28.12.2015;"ООО ""Шинные технологии"""
20;2333.85;2333.85;1277;31.12.2015;"ЧП Снегов"
8;2128.2;2128.2;1270;31.12.2015;"ЧП Снегов"
2;1897;1897;163;28.12.2015;"ТЛ АВТО"
4;4943.25;4943.25;79;28.12.2015;Tiresworld
3;3231.8;3231.8;1309;31.12.2015;"ЧП Снегов"
4;2653.45;2786.77;812;04.01.2016;"ООО ""Шинная Компания"""
4;1848;1848;657;04.01.2016;БФ-Шина
2;1848;1848;658;04.01.2016;БФ-Шина
4;1870;1870;723;28.12.2015;"ООО ""Шинные технологии"""
6;2451.44;2451.44;1280;31.12.2015;"ЧП Снегов"
4;3187;3187;318;31.12.2015;"ООО ""Склад Колес"" (ПП Прокопенко)"
8;2086.25;2086.25;1234;31.12.2015;"ЧП Снегов"
4;2522.37;2648.37;325;04.01.2016;"ООО ""Шинная Компания"""
19;2433.3;2433.3;1237;31.12.2015;"ЧП Снегов"
6;1571.09;1571.09;1210;31.12.2015;"ЧП Снегов"
4;1536;1664;105;04.01.2016;"Вито шина (ПП Пальонка В. В.)"
4;1556;1556;84;29.12.2015;"ЧП Бардась"
4;1576.53;1576.53;1217;31.12.2015;"ЧП Снегов"
42;1679.87;1679.87;1218;31.12.2015;"ЧП Снегов"
6;1558;1558;310;28.12.2015;"ООО ""Шинные технологии"""
4;1887;1887;383;28.12.2015;"ООО ""Шинные технологии"""
76;2514.37;2514.37;1241;31.12.2015;"ЧП Снегов"
69;1923.07;1923.07;1221;31.12.2015;"ЧП Снегов"
4;2204;2204;392;28.12.2015;"ООО ""Шинные технологии"""
8;77;77;287;04.01.2016;"ЧП Демьяненко"
4;1973;1973;315;04.01.2016;TireShop
16;1974;1974;348;28.12.2015;"ООО ""Шинные технологии"""
3;1812.22;1812.22;1274;31.12.2015;"ЧП Снегов"
4;1747;1747;583;28.12.2015;"ООО ""Шинные технологии"""
8;1762;1762;568;04.01.2016;TireShop
4;2212;2212;402;28.12.2015;"ООО ""Шинные технологии"""
94;2267.29;2267.29;1242;31.12.2015;"ЧП Снегов"
2;2345.25;2345.25;1248;31.12.2015;"ЧП Снегов"
4;2075;2075;113;29.12.2015;"ЧП Бардась"
12;2135.71;2135.71;1230;31.12.2015;"ЧП Снегов"
2;2081.06;2081.06;1229;31.12.2015;"ЧП Снегов"
4;2530;2530;202;29.12.2015;"ЧП Бардась"
4;3279.25;3443.25;612;04.01.2016;"ООО ""Шинная Компания"""
59;3041.96;3041.96;1294;31.12.2015;"ЧП Снегов"
4;2024;2024;116;29.12.2015;"ЧП Бардась"
2;2162.39;2162.39;1233;31.12.2015;"ЧП Снегов"
4;2169;2169;622;04.01.2016;TireShop
4;2150;2150;674;28.12.2015;"ООО ""Шинные технологии"""
8;3043.62;3195.62;634;04.01.2016;"ООО ""Шинная Компания"""
8;2826.12;2967.12;649;04.01.2016;"ООО ""Шинная Компания"""
6;2627.55;2627.55;1281;31.12.2015;"ЧП Снегов"
8;2472;2472;685;28.12.2015;"ООО ""Шинные технологии"""
72;2596.48;2596.48;1255;31.12.2015;"ЧП Снегов"
42;2444.7;2444.7;1254;31.12.2015;"ЧП Снегов"
43;2886.81;2886.81;1260;31.12.2015;"ЧП Снегов"
28;3534.05;3534.05;1263;31.12.2015;"ЧП Снегов"
14;4593.37;4593.37;1306;31.12.2015;"ЧП Снегов"
4;2657;2657;210;29.12.2015;"ЧП Бардась"
100;3160.06;3160.06;1297;31.12.2015;"ЧП Снегов"
4;1372.2;1577.22;802;04.01.2016;"ООО ТПК ""Омега-Автопоставка"""
22;2156.18;2156.18;1276;31.12.2015;"ЧП Снегов"
4;1818;1818;371;28.12.2015;"ООО ""Шинные технологии"""
8;2710.69;2710.69;1286;31.12.2015;"ЧП Снегов"
8;2707;2707;236;29.12.2015;"ЧП Бардась"
8;2976.12;3124.12;748;04.01.2016;"ООО ""Шинная Компания"""
4;2910;2910;218;29.12.2015;"ЧП Бардась"
6;2834.75;2834.75;1288;31.12.2015;"ЧП Снегов"
26;4302.25;4302.25;1264;31.12.2015;"ЧП Снегов"
4;3094.79;3094.79;1258;31.12.2015;"ЧП Снегов"
90;3124.83;3124.83;1262;31.12.2015;"ЧП Снегов"
4;3243;3243;488;28.12.2015;"ООО ""Шинные технологии"""
5;3816.36;3816.36;1267;31.12.2015;"ЧП Снегов"
4;3289;3289;243;29.12.2015;"ЧП Бардась"
4;3250;3250;499;28.12.2015;"ООО ""Шинные технологии"""
4;3115;3115;745;04.01.2016;TireShop
4;3947;3947;877;28.12.2015;"ООО ""Шинные технологии"""
4;3981;3981;777;04.01.2016;TireShop
4;2971.62;3119.62;813;04.01.2016;"ООО ""Шинная Компания"""
4;2884;2884;247;29.12.2015;"ЧП Бардась"
10;2995.08;2995.08;1300;31.12.2015;"ЧП Снегов"
2;4186.73;4186.73;1311;31.12.2015;"ЧП Снегов"
8;3016.05;3016.05;1289;31.12.2015;"ЧП Снегов"
18;4015.79;4015.79;1313;31.12.2015;"ЧП Снегов"
8;3539.25;3716.25;841;04.01.2016;"ООО ""Шинная Компания"""
8;3297.07;3297.07;1302;31.12.2015;"ЧП Снегов"
20;4397.3;4397.3;1314;31.12.2015;"ЧП Снегов"
4;4808.08;4808.08;1317;31.12.2015;"ЧП Снегов"
13;821;821;35;28.12.2015;"ООО ""Шинные технологии"""
4;1028;1028;40;04.01.2016;TireShop
27;884.485;884.485;1148;31.12.2015;"ЧП Снегов"
2;984;984;4;04.01.2016;Z-Shina
2;922;1075;24;04.01.2016;"Вито шина (ПП Пальонка В. В.)"
76;931.105;931.105;1152;31.12.2015;"ЧП Снегов"
16;845;845;32;04.01.2016;"Мир Шин"
4;1018;1018;145;28.12.2015;"ООО ""Шинные технологии"""
2;1077.44;1077.44;1173;31.12.2015;"ЧП Снегов"
8;1062;1062;103;04.01.2016;TireShop
4;860;860;87;04.01.2016;"ЧП Семеха"
12;821;821;75;28.12.2015;"ООО ""Шинные технологии"""
46;885;885;266;28.12.2015;"ТЛ АВТО"
4;828;828;65;04.01.2016;TireShop
4;1346;1346;273;28.12.2015;"ООО ""Шинные технологии"""
8;1345;1345;226;04.01.2016;TireShop
8;1059;1059;205;28.12.2015;"ТЛ АВТО"
4;974;974;166;04.01.2016;"ЧП Семеха"
4;1019;1019;70;30.12.2015;"Интершина Харьков"
4;987;987;159;28.12.2015;"ООО ""Шинные технологии"""
6;983;1075;61;04.01.2016;"Вито шина (ПП Пальонка В. В.)"
50;1022;1022;268;28.12.2015;"ТЛ АВТО"
40;1024.34;1024.34;1177;31.12.2015;"ЧП Снегов"
8;995;995;116;04.01.2016;TireShop
4;1122;1122;197;28.12.2015;"Express Trading LTD"
16;1009;1009;116;04.01.2016;"ЧП Семеха"
8;1028;1028;124;04.01.2016;"ЧП Семеха"
2;942;942;157;28.12.2015;"ТЛ АВТО"
4;982;982;80;30.12.2015;"Интершина Харьков"
108;1010;1010;278;28.12.2015;"ТЛ АВТО"
100;1029.53;1029.53;1179;31.12.2015;"ЧП Снегов"
4;943;943;133;04.01.2016;TireShop
16;1070.75;1123.75;197;04.01.2016;"ООО ""Шинная Компания"""
4;836;862;150;04.01.2016;"ООО ""МТС"""
8;997;997;139;04.01.2016;"ЧП Семеха"
8;925;925;127;28.12.2015;"ООО ""Шинные технологии"""
12;900;900;305;04.01.2016;"ООО ""Н.К.С.-13"""
20;778.92;895.32;468;04.01.2016;"ООО ТПК ""Омега-Автопоставка"""
40;976;976;263;28.12.2015;"ТЛ АВТО"
79;1140.9;1140.9;1165;31.12.2015;"ЧП Снегов"
4;947;947;86;04.01.2016;TireShop
2;1147.5;1147.5;140;28.12.2015;"Express Trading LTD"
8;1438;1438;276;28.12.2015;"ООО ""Шинные технологии"""
3;1991.71;1991.71;1202;31.12.2015;"ЧП Снегов"
2;1391;1391;200;28.12.2015;"ООО ""Шинные технологии"""
20;1116.6;1283.46;572;04.01.2016;"ООО ТПК ""Омега-Автопоставка"""
4;1501.68;1501.68;1186;31.12.2015;"ЧП Снегов"
14;1148.64;1320.3;649;04.01.2016;"ООО ТПК ""Омега-Автопоставка"""
12;1421;1421;224;28.12.2015;"ТЛ АВТО"
2;1607.09;1607.09;1204;31.12.2015;"ЧП Снегов"
2;1180;1216;244;04.01.2016;"ООО ""МТС"""
2;1147;1147;285;04.01.2016;"ООО «Колесо-Центр»"
34;1088;1088;261;28.12.2015;"ТЛ АВТО"
100;1187.52;1187.52;1189;31.12.2015;"ЧП Снегов"
4;1059;1091;269;04.01.2016;"ООО ""МТС"""
2;1120;1120;40;04.01.2016;Z-Shina
3;40;40;40;04.01.2016;"ЧП Карпов"
4;1044;1044;409;04.01.2016;БФ-Шина
100;1070.96;1070.96;1191;31.12.2015;"ЧП Снегов"
8;1331;1434;55;04.01.2016;"Вито шина (ПП Пальонка В. В.)"
100;1353.28;1353.28;1167;31.12.2015;"ЧП Снегов"
2;1453.5;1453.5;171;28.12.2015;"Express Trading LTD"
4;1657;1657;378;28.12.2015;"ООО ""Шинные технологии"""
88;2451.44;2451.44;1235;31.12.2015;"ЧП Снегов"
4;1656;1656;371;04.01.2016;TireShop
2;1325;1325;290;04.01.2016;"ЧП Семеха"
94;1346;1346;276;28.12.2015;"ТЛ АВТО"
100;1434.6;1434.6;1212;31.12.2015;"ЧП Снегов"
4;1379;1379;255;04.01.2016;TireShop
4;1497;1497;308;04.01.2016;"ЧП Семеха"
8;1496;1496;312;28.12.2015;"ООО ""Шинные технологии"""
24;1575;1575;256;28.12.2015;"ТЛ АВТО"
100;1660.97;1660.97;1219;31.12.2015;"ЧП Снегов"
8;1528;1528;279;04.01.2016;TireShop
8;1195;1195;259;04.01.2016;"ЧП Семеха"
4;1195;1195;249;28.12.2015;"ООО ""Шинные технологии"""
100;1492.36;1492.36;1197;31.12.2015;"ЧП Снегов"
14;1444;1444;239;28.12.2015;"ТЛ АВТО"
4;1748;1748;385;28.12.2015;"ООО ""Шинные технологии"""
4;1784;1784;175;28.12.2015;"ТЛ АВТО"
100;2523.96;2523.96;1239;31.12.2015;"ЧП Снегов"
8;1793;1793;380;04.01.2016;TireShop
2;1756;1809;394;04.01.2016;"ООО ""МТС"""
84;1961.93;1961.93;1222;31.12.2015;"ЧП Снегов"
4;2293;2362;503;04.01.2016;"ООО ""МТС"""
4;2202;2202;365;04.01.2016;"ЧП Семеха"
4;2207;2207;123;30.12.2015;"Интершина Харьков"
20;2249;2249;252;28.12.2015;"ТЛ АВТО"
12;1787;1787;349;28.12.2015;"ООО ""Шинные технологии"""
41;1671;1671;264;28.12.2015;"ТЛ АВТО"
100;2109.04;2109.04;1224;31.12.2015;"ЧП Снегов"
4;1650;1650;28;29.12.2015;"ЧП Стародубов"
4;1638;1638;342;04.01.2016;"ЧП Семеха"
2;1670;1670;104;29.12.2015;"ЧП Бардась"
56;1714;1714;270;28.12.2015;"ТЛ АВТО"
4;1636;1636;563;28.12.2015;"ООО ""Шинные технологии"""
4;1751;1971;113;04.01.2016;"Вито шина (ПП Пальонка В. В.)"
100;1855.73;1855.73;1225;31.12.2015;"ЧП Снегов"
4;2339.12;2455.12;563;04.01.2016;"ООО ""Шинная Компания"""
4;1745;1745;404;28.12.2015;"ООО ""Шинные технологии"""
100;2152.55;2152.55;1244;31.12.2015;"ЧП Снегов"
4;2493;2493;442;28.12.2015;"ООО ""Шинные технологии"""
4;1885;1885;372;04.01.2016;"ЧП Семеха"
4;1894;1894;128;30.12.2015;"Интершина Харьков"
4;1859;1859;410;28.12.2015;"ООО ""Шинные технологии"""
22;1930;1930;255;28.12.2015;"ТЛ АВТО"
44;2380.99;2380.99;1249;31.12.2015;"ЧП Снегов"
6;1876;1876;413;04.01.2016;TireShop
16;1946;1946;244;28.12.2015;"ТЛ АВТО"
78;2118.36;2118.36;1231;31.12.2015;"ЧП Снегов"
8;2257;2257;211;28.12.2015;"ТЛ АВТО"
16;2608.39;2608.39;1252;31.12.2015;"ЧП Снегов"
4;1911;1911;364;28.12.2015;"ООО ""Шинные технологии"""
2;1800;1800;397;04.01.2016;"ООО ""Н.К.С.-13"""
32;2045.58;2045.58;1232;31.12.2015;"ЧП Снегов"
4;2722;2722;456;28.12.2015;"ООО ""Шинные технологии"""
4;2159;2159;424;28.12.2015;"ООО ""Шинные технологии"""
16;2099;2099;245;28.12.2015;"ТЛ АВТО"
15;2635.32;2635.32;1256;31.12.2015;"ЧП Снегов"
12;2177;2177;434;04.01.2016;TireShop
4;2359;2359;184;28.12.2015;"ТЛ АВТО"
8;2766.12;2766.12;1257;31.12.2015;"ЧП Снегов"
4;2805;2805;470;28.12.2015;"ООО ""Шинные технологии"""
4;2545;2545;432;28.12.2015;"ООО ""Шинные технологии"""
4;2699;2699;457;04.01.2016;TireShop
4;2963;2963;477;28.12.2015;"ООО ""Шинные технологии"""
4;2962;2962;478;04.01.2016;TireShop
52;3153.32;3153.32;1261;31.12.2015;"ЧП Снегов"
15;3993.26;3993.26;1266;31.12.2015;"ЧП Снегов"
4;2909;2909;501;28.12.2015;"ООО ""Шинные технологии"""
4;3218;3218;491;04.01.2016;TireShop
4;3127;3127;192;28.12.2015;"ТЛ АВТО"
4;2167;2167;228;31.12.2015;"ООО ""Склад Колес"" (ПП Прокопенко)"
2;2040;2040;240;31.12.2015;"ООО ""Склад Колес"" (ПП Прокопенко)"
2;2805;2805;345;31.12.2015;"ООО ""Склад Колес"" (ПП Прокопенко)"
4;1052;1152;57;04.01.2016;"Вито шина (ПП Пальонка В. В.)"
34;1073.56;1073.56;1168;31.12.2015;"ЧП Снегов"
5;705.775;705.775;1136;31.12.2015;"ЧП Снегов"
4;839.16;839.16;1137;31.12.2015;"ЧП Снегов"
11;846.153;846.153;1144;31.12.2015;"ЧП Снегов"
14;1072;1072;1169;31.12.2015;"ЧП Снегов"
12;820;820;252;04.01.2016;"ООО ""Н.К.С.-13"""
83;763.532;763.532;1138;31.12.2015;"ЧП Снегов"
53;786.065;786.065;1139;31.12.2015;"ЧП Снегов"
52;796.166;796.166;1140;31.12.2015;"ЧП Снегов"
75;1068.38;1068.38;1145;31.12.2015;"ЧП Снегов"
16;972.545;972.545;1146;31.12.2015;"ЧП Снегов"
42;1067.08;1067.08;1170;31.12.2015;"ЧП Снегов"
7;1057.24;1057.24;1151;31.12.2015;"ЧП Снегов"
3;1054.39;1054.39;1171;31.12.2015;"ЧП Снегов"
100;1054.39;1054.39;1172;31.12.2015;"ЧП Снегов"
3;678;678;263;04.01.2016;"ООО ""Н.К.С.-13"""
2;737;760;13;04.01.2016;"ООО ""МТС"""
8;814;896;9;04.01.2016;"Вито шина (ПП Пальонка В. В.)"
8;885.78;885.78;1142;31.12.2015;"ЧП Снегов"
100;830.095;830.095;1143;31.12.2015;"ЧП Снегов"
47;954.415;954.415;1155;31.12.2015;"ЧП Снегов"
11;1081.32;1081.32;1156;31.12.2015;"ЧП Снегов"
9;1048.95;1048.95;1157;31.12.2015;"ЧП Снегов"
10;1187.52;1187.52;1158;31.12.2015;"ЧП Снегов"
74;1309.24;1309.24;1174;31.12.2015;"ЧП Снегов"
2;1036;1036;321;04.01.2016;БФ-Шина
20;872.58;1002.96;546;04.01.2016;"ООО ТПК ""Омега-Автопоставка"""
9;1107.22;1107.22;1176;31.12.2015;"ЧП Снегов"
17;946.645;946.645;1161;31.12.2015;"ЧП Снегов"
20;796.2;915.18;470;04.01.2016;"ООО ТПК ""Омега-Автопоставка"""
8;1118.62;1118.62;1164;31.12.2015;"ЧП Снегов"
4;873;873;126;28.12.2015;"ООО ""Шинные технологии"""
8;1818.7;1818.7;1201;31.12.2015;"ЧП Снегов"
4;1081.87;1135.87;213;04.01.2016;"ООО ""Шинная Компания"""
2;1046;1046;353;04.01.2016;БФ-Шина
75;1039.89;1039.89;1183;31.12.2015;"ЧП Снегов"
10;1016.58;1104.96;481;04.01.2016;"ООО ТПК ""Омега-Автопоставка"""
8;999;999;31;29.12.2015;"ЧП Бардась"
100;1144.78;1144.78;1188;31.12.2015;"ЧП Снегов"
4;1080;1080;212;28.12.2015;"ООО ""Шинные технологии"""
4;971;1001;267;04.01.2016;"ООО ""МТС"""
4;980;980;410;04.01.2016;БФ-Шина
4;1434.62;1506.62;284;04.01.2016;"ООО ""Шинная Компания"""
100;1345.51;1345.51;1166;31.12.2015;"ЧП Снегов"
2;1252;1252;58;29.12.2015;"ЧП Бардась"
4;1386.62;1455.62;290;04.01.2016;"ООО ""Шинная Компания"""
100;1487.95;1487.95;1207;31.12.2015;"ЧП Снегов"
4;1518;1518;85;29.12.2015;"ЧП Бардась"
100;1625.22;1625.22;1216;31.12.2015;"ЧП Снегов"
4;1064.88;1223.94;626;04.01.2016;"ООО ТПК ""Омега-Автопоставка"""
100;1464.65;1464.65;1196;31.12.2015;"ЧП Снегов"
2;1530.43;1530.43;1198;31.12.2015;"ЧП Снегов"
100;1795.91;1795.91;1199;31.12.2015;"ЧП Снегов"
2;2210.56;2210.56;1246;31.12.2015;"ЧП Снегов"
100;848.484;848.484;1149;31.12.2015;"ЧП Снегов"
6;876.715;876.715;1150;31.12.2015;"ЧП Снегов"
14;750;750;277;04.01.2016;"ООО ""Н.К.С.-13"""
4;837;863;64;04.01.2016;"ООО ""МТС"""
4;812;812;258;04.01.2016;БФ-Шина
100;823.361;823.361;1153;31.12.2015;"ЧП Снегов"
2;861.175;861.175;1154;31.12.2015;"ЧП Снегов"
20;880.02;1011.48;412;04.01.2016;"ООО ТПК ""Омега-Автопоставка"""
100;1001.03;1001.03;1159;31.12.2015;"ЧП Снегов"
100;948.458;948.458;1160;31.12.2015;"ЧП Снегов"
92;1016.58;1016.58;1178;31.12.2015;"ЧП Снегов"
14;930;930;288;04.01.2016;"ООО ""Н.К.С.-13"""
80;946.645;946.645;1162;31.12.2015;"ЧП Снегов"
16;990.675;990.675;1163;31.12.2015;"ЧП Снегов"
8;929;1024;68;04.01.2016;"Вито шина (ПП Пальонка В. В.)"
4;958;958;348;04.01.2016;БФ-Шина
2;952;952;349;04.01.2016;БФ-Шина
100;976.171;976.171;1180;31.12.2015;"ЧП Снегов"
9;1126.39;1126.39;1181;31.12.2015;"ЧП Снегов"
8;1516.75;1592.75;218;04.01.2016;"ООО ""Шинная Компания"""
8;1568;1568;364;04.01.2016;БФ-Шина
100;1483.03;1483.03;1185;31.12.2015;"ЧП Снегов"
8;1661.48;1661.48;1203;31.12.2015;"ЧП Снегов"
100;1508.68;1508.68;1205;31.12.2015;"ЧП Снегов"
8;40;40;135;04.01.2016;"ЧП Демьяненко"
8;1025;1025;351;04.01.2016;"ООО ""Н.К.С.-13"""
12;966;1020;268;04.01.2016;"ООО ""МТС"""
8;916;1024;80;04.01.2016;"Вито шина (ПП Пальонка В. В.)"
2;925;925;50;04.01.2016;"WESTSHYNA +"
8;908;908;229;04.01.2016;"ЧП Семеха"
10;880.6;880.6;38;04.01.2016;"ЧП Гасило"
4;873;873;42;29.12.2015;"ЧП Бардась"
2;952;952;411;04.01.2016;БФ-Шина
4;952;952;412;04.01.2016;БФ-Шина
11;952;952;413;04.01.2016;БФ-Шина
4;980;980;414;04.01.2016;БФ-Шина
8;980;980;415;04.01.2016;БФ-Шина
100;985.495;985.495;1192;31.12.2015;"ЧП Снегов"
93;1007.25;1007.25;1193;31.12.2015;"ЧП Снегов"
4;1020;1020;241;28.12.2015;"Express Trading LTD"
8;969;969;242;28.12.2015;"Express Trading LTD"
4;1480;1525;361;04.01.2016;"ООО ""МТС"""
30;1596.73;1596.73;1211;31.12.2015;"ЧП Снегов"
100;1392.12;1392.12;1213;31.12.2015;"ЧП Снегов"
100;1366.22;1366.22;1214;31.12.2015;"ЧП Снегов"
8;1657;1657;103;29.12.2015;"ЧП Бардась"
4;1820;1820;531;04.01.2016;БФ-Шина
6;1820;1820;532;04.01.2016;БФ-Шина
100;1829.83;1829.83;1272;31.12.2015;"ЧП Снегов"
6;1759;1759;397;04.01.2016;"ООО «Колесо-Центр»"
8;1610;1610;562;28.12.2015;"ООО ""Шинные технологии"""
100;2145.81;2145.81;1243;31.12.2015;"ЧП Снегов"
18;745;745;259;04.01.2016;"ООО ""Н.К.С.-13"""
3;642;642;170;28.12.2015;"ТЛ АВТО"
16;730;730;14;04.01.2016;"ЧП Семеха"
